TRIG,particles,simulation_id,composition,energy,particles_normalized
TRIG2,5,950,Proton,3.16E14,0.0026246719160104987
TRIG2,24,49,Iron,3.16E15,0.015091863517060367
TRIG2,1,143,Nitrogen,1E15,0.0
TRIG1,1,325,Nitrogen,1E15,0.0
TRIG1,2,537,Iron,1E15,0.0006561679790026247
TRIG3,6,234,Carbon,1E14,0.0032808398950131233
TRIG3,14,142,Iron,3.16E15,0.00853018372703412
TRIG1,3,26,Proton,1E15,0.0013123359580052493
TRIG3,2,343,Proton,3.16E14,0.0006561679790026247
TRIG2,7,653,Proton,1E15,0.003937007874015748
TRIG3,10,994,Photon,1E15,0.005905511811023622
TRIG2,98,687,Photon,1E15,0.0636482939632546
TRIG3,98,272,Proton,1E15,0.0636482939632546
TRIG3,9,198,Photon,1E15,0.005249343832020997
TRIG3,80,54,Proton,3.16E15,0.051837270341207345
TRIG1,4,814,Photon,1E14,0.001968503937007874
TRIG1,143,131,Proton,1E15,0.0931758530183727
TRIG3,3,302,Proton,3.16E14,0.0013123359580052493
TRIG2,1,696,Proton,1E15,0.0
TRIG1,30,295,Carbon,1E15,0.019028871391076115
TRIG2,5,102,Nitrogen,3.16E15,0.0026246719160104987
TRIG2,33,96,Carbon,3.16E15,0.02099737532808399
TRIG3,7,191,Iron,1E15,0.003937007874015748
TRIG1,12,488,Iron,1E15,0.007217847769028871
TRIG3,30,818,Proton,1E14,0.019028871391076115
TRIG1,7,435,Iron,1E15,0.003937007874015748
TRIG1,193,194,Photon,3.16E15,0.12598425196850394
TRIG2,7,257,Photon,3.16E14,0.003937007874015748
TRIG3,15,647,Iron,1E15,0.009186351706036745
TRIG2,13,224,Iron,1E15,0.007874015748031496
TRIG3,31,944,Proton,3.16E14,0.01968503937007874
TRIG2,41,49,Carbon,3.16E15,0.026246719160104987
TRIG2,77,40,Photon,3.16E15,0.049868766404199474
TRIG3,4,590,Proton,1E15,0.001968503937007874
TRIG2,4,126,Proton,3.16E14,0.001968503937007874
TRIG1,85,243,Photon,3.16E15,0.05511811023622047
TRIG1,39,810,Photon,1E15,0.024934383202099737
TRIG3,16,20,Nitrogen,1E15,0.00984251968503937
TRIG1,1,335,Proton,1E15,0.0
TRIG1,3,108,Proton,1E15,0.0013123359580052493
TRIG1,16,886,Photon,3.16E14,0.00984251968503937
TRIG3,157,288,Photon,1E15,0.10236220472440945
TRIG1,2,11,Photon,3.16E14,0.0006561679790026247
TRIG1,4,162,Iron,1E15,0.001968503937007874
TRIG3,2,457,Proton,1E15,0.0006561679790026247
TRIG3,1,866,Photon,1E14,0.0
TRIG2,1,66,Photon,3.16E14,0.0
TRIG3,3,269,Iron,1E15,0.0013123359580052493
TRIG3,21,646,Proton,1E15,0.013123359580052493
TRIG1,4,206,Oxygen,3.16E14,0.001968503937007874
TRIG1,15,1,Proton,1E15,0.009186351706036745
TRIG1,31,199,Iron,3.16E15,0.01968503937007874
TRIG1,1,50,Carbon,3.16E14,0.0
TRIG2,1,956,Photon,1E15,0.0
TRIG2,18,198,Carbon,1E15,0.01115485564304462
TRIG1,2,127,Photon,3.16E15,0.0006561679790026247
TRIG3,3,929,Proton,3.16E14,0.0013123359580052493
TRIG3,1,154,Proton,3.16E14,0.0
TRIG1,5,439,Photon,1E15,0.0026246719160104987
TRIG3,8,666,Proton,1E15,0.004593175853018373
TRIG3,3,884,Photon,1E15,0.0013123359580052493
TRIG3,62,175,Carbon,1E15,0.04002624671916011
TRIG1,5,21,Oxygen,3.16E15,0.0026246719160104987
TRIG3,26,61,Oxygen,3.16E15,0.016404199475065617
TRIG3,2,182,Carbon,1E15,0.0006561679790026247
TRIG2,2,148,Proton,1E15,0.0006561679790026247
TRIG2,14,678,Proton,1E15,0.00853018372703412
TRIG2,5,616,Photon,3.16E14,0.0026246719160104987
TRIG1,10,955,Proton,1E15,0.005905511811023622
TRIG1,15,504,Iron,1E15,0.009186351706036745
TRIG3,5,780,Iron,1E15,0.0026246719160104987
TRIG1,84,129,Iron,3.16E15,0.054461942257217844
TRIG1,25,205,Photon,1E15,0.015748031496062992
TRIG1,69,863,Proton,3.16E14,0.04461942257217848
TRIG1,5,810,Proton,1E15,0.0026246719160104987
TRIG1,1,226,Iron,1E15,0.0
TRIG1,3,170,Iron,3.16E15,0.0013123359580052493
TRIG1,16,59,Photon,3.16E14,0.00984251968503937
TRIG1,104,170,Photon,3.16E15,0.06758530183727034
TRIG3,25,289,Carbon,1E15,0.015748031496062992
TRIG3,2,296,Nitrogen,1E15,0.0006561679790026247
TRIG1,20,767,Photon,1E15,0.012467191601049869
TRIG2,11,448,Photon,1E15,0.006561679790026247
TRIG3,13,621,Photon,3.16E14,0.007874015748031496
TRIG2,2,64,Proton,1E15,0.0006561679790026247
TRIG1,12,774,Photon,1E15,0.007217847769028871
TRIG2,18,329,Oxygen,1E15,0.01115485564304462
TRIG2,7,605,Iron,1E15,0.003937007874015748
TRIG3,13,246,Proton,1E15,0.007874015748031496
TRIG2,19,282,Carbon,1E15,0.011811023622047244
TRIG1,8,212,Iron,3.16E15,0.004593175853018373
TRIG1,56,67,Photon,1E15,0.03608923884514435
TRIG1,968,116,Proton,3.16E15,0.634514435695538
TRIG1,1,289,Proton,1E15,0.0
TRIG2,1,31,Iron,1E15,0.0
TRIG3,9,305,Iron,1E15,0.005249343832020997
TRIG3,7,40,Photon,1E15,0.003937007874015748
TRIG1,36,41,Carbon,3.16E15,0.022965879265091863
TRIG3,2,268,Photon,3.16E14,0.0006561679790026247
TRIG2,10,254,Photon,1E15,0.005905511811023622
TRIG1,9,667,Proton,3.16E14,0.005249343832020997
TRIG3,51,34,Carbon,3.16E15,0.03280839895013123
TRIG2,46,23,Iron,3.16E15,0.02952755905511811
TRIG2,1,10,Oxygen,1E15,0.0
TRIG1,8,93,Oxygen,3.16E15,0.004593175853018373
TRIG1,4,554,Photon,1E14,0.001968503937007874
TRIG2,16,389,Proton,1E15,0.00984251968503937
TRIG3,5,19,Nitrogen,1E15,0.0026246719160104987
TRIG3,4,86,Oxygen,3.16E14,0.001968503937007874
TRIG1,3,105,Photon,1E15,0.0013123359580052493
TRIG1,20,982,Iron,1E15,0.012467191601049869
TRIG1,3,544,Iron,3.16E14,0.0013123359580052493
TRIG2,122,93,Carbon,3.16E15,0.07939632545931759
TRIG2,420,188,Photon,3.16E15,0.27493438320209973
TRIG3,2,109,Nitrogen,1E15,0.0006561679790026247
TRIG3,2,216,Oxygen,3.16E14,0.0006561679790026247
TRIG2,3,167,Photon,1E15,0.0013123359580052493
TRIG3,68,263,Photon,1E15,0.04396325459317585
TRIG2,4,267,Carbon,3.16E14,0.001968503937007874
TRIG1,10,653,Proton,1E15,0.005905511811023622
TRIG3,6,264,Proton,3.16E14,0.0032808398950131233
TRIG1,3,205,Proton,3.16E15,0.0013123359580052493
TRIG3,44,392,Proton,1E15,0.02821522309711286
TRIG3,9,136,Oxygen,3.16E14,0.005249343832020997
TRIG1,22,456,Iron,1E15,0.013779527559055118
TRIG1,45,95,Oxygen,3.16E15,0.028871391076115485
TRIG1,5,327,Oxygen,3.16E14,0.0026246719160104987
TRIG3,3,868,Iron,1E15,0.0013123359580052493
TRIG3,18,249,Iron,3.16E15,0.01115485564304462
TRIG2,2,377,Photon,1E14,0.0006561679790026247
TRIG1,5,28,Proton,1E14,0.0026246719160104987
TRIG1,17,388,Iron,1E15,0.010498687664041995
TRIG3,19,234,Photon,1E15,0.011811023622047244
TRIG1,1,92,Proton,1E14,0.0
TRIG3,62,89,Oxygen,3.16E15,0.04002624671916011
TRIG1,49,583,Proton,1E15,0.031496062992125984
TRIG1,9,108,Iron,1E15,0.005249343832020997
TRIG3,5,104,Nitrogen,1E15,0.0026246719160104987
TRIG2,11,932,Proton,1E15,0.006561679790026247
TRIG1,14,67,Iron,1E15,0.00853018372703412
TRIG2,4,179,Iron,3.16E15,0.001968503937007874
TRIG1,9,707,Proton,3.16E14,0.005249343832020997
TRIG2,20,295,Photon,3.16E14,0.012467191601049869
TRIG3,3,965,Proton,1E14,0.0013123359580052493
TRIG1,77,45,Photon,1E15,0.049868766404199474
TRIG2,55,226,Iron,3.16E15,0.03543307086614173
TRIG1,1,343,Iron,1E15,0.0
TRIG2,12,882,Photon,3.16E14,0.007217847769028871
TRIG3,207,305,Proton,3.16E15,0.13517060367454067
TRIG1,3,639,Proton,1E14,0.0013123359580052493
TRIG3,2,540,Carbon,1E14,0.0006561679790026247
TRIG3,101,267,Iron,3.16E15,0.06561679790026247
TRIG2,6,193,Photon,3.16E14,0.0032808398950131233
TRIG1,1,337,Iron,1E15,0.0
TRIG2,8,21,Oxygen,3.16E15,0.004593175853018373
TRIG1,162,796,Photon,1E15,0.10564304461942257
TRIG3,5,269,Carbon,1E15,0.0026246719160104987
TRIG3,974,142,Proton,3.16E15,0.6384514435695537
TRIG2,16,162,Carbon,1E15,0.00984251968503937
TRIG1,2,87,Iron,1E15,0.0006561679790026247
TRIG1,6,27,Photon,3.16E15,0.0032808398950131233
TRIG2,459,312,Proton,3.16E15,0.3005249343832021
TRIG1,52,628,Iron,1E15,0.033464566929133854
TRIG1,2,75,Carbon,3.16E14,0.0006561679790026247
TRIG2,33,983,Photon,3.16E14,0.02099737532808399
TRIG1,7,513,Proton,1E15,0.003937007874015748
TRIG2,27,540,Photon,1E15,0.01706036745406824
TRIG2,19,75,Carbon,3.16E15,0.011811023622047244
TRIG2,1,946,Photon,1E14,0.0
TRIG1,7,507,Iron,1E15,0.003937007874015748
TRIG1,24,221,Photon,1E15,0.015091863517060367
TRIG1,563,101,Photon,3.16E15,0.36876640419947504
TRIG2,26,700,Photon,1E15,0.016404199475065617
TRIG1,50,872,Proton,3.16E14,0.03215223097112861
TRIG1,6,383,Proton,1E15,0.0032808398950131233
TRIG2,61,95,Nitrogen,3.16E15,0.03937007874015748
TRIG3,1,861,Proton,1E15,0.0
TRIG1,4,103,Nitrogen,1E15,0.001968503937007874
TRIG3,2,229,Iron,1E15,0.0006561679790026247
TRIG2,90,294,Photon,3.16E15,0.0583989501312336
TRIG1,5,700,Photon,3.16E14,0.0026246719160104987
TRIG2,409,155,Proton,3.16E15,0.26771653543307083
TRIG1,39,703,Photon,1E15,0.024934383202099737
TRIG1,17,223,Iron,1E15,0.010498687664041995
TRIG3,43,886,Proton,3.16E14,0.027559055118110236
TRIG2,1,851,Proton,3.16E14,0.0
TRIG1,31,357,Photon,3.16E14,0.01968503937007874
TRIG3,18,174,Carbon,1E15,0.01115485564304462
TRIG2,7,179,Oxygen,1E15,0.003937007874015748
TRIG1,1,372,Carbon,1E14,0.0
TRIG1,1,792,Iron,1E15,0.0
TRIG3,11,120,Photon,3.16E15,0.006561679790026247
TRIG2,3,420,Photon,1E14,0.0013123359580052493
TRIG3,62,161,Photon,3.16E15,0.04002624671916011
TRIG1,195,54,Carbon,3.16E15,0.1272965879265092
TRIG1,389,450,Photon,1E15,0.2545931758530184
TRIG2,27,3,Carbon,3.16E15,0.01706036745406824
TRIG2,16,471,Photon,1E15,0.00984251968503937
TRIG1,3,247,Photon,3.16E14,0.0013123359580052493
TRIG3,22,317,Proton,3.16E14,0.013779527559055118
TRIG2,32,2,Photon,3.16E15,0.020341207349081365
TRIG2,1,509,Photon,3.16E14,0.0
TRIG2,10,695,Photon,1E15,0.005905511811023622
TRIG1,127,220,Iron,3.16E15,0.0826771653543307
TRIG1,689,115,Photon,3.16E15,0.45144356955380577
TRIG1,8,264,Proton,1E14,0.004593175853018373
TRIG3,3,283,Photon,1E15,0.0013123359580052493
TRIG3,6,110,Proton,3.16E15,0.0032808398950131233
TRIG1,17,590,Photon,1E15,0.010498687664041995
TRIG2,14,248,Iron,1E15,0.00853018372703412
TRIG2,8,234,Nitrogen,1E15,0.004593175853018373
TRIG1,51,292,Carbon,1E15,0.03280839895013123
TRIG3,3,947,Photon,3.16E14,0.0013123359580052493
TRIG1,27,342,Proton,1E15,0.01706036745406824
TRIG2,11,104,Photon,3.16E15,0.006561679790026247
TRIG2,4,273,Photon,3.16E14,0.001968503937007874
TRIG2,34,839,Photon,1E15,0.021653543307086614
TRIG1,5,143,Proton,1E15,0.0026246719160104987
TRIG3,4,584,Proton,3.16E14,0.001968503937007874
TRIG3,7,213,Proton,1E15,0.003937007874015748
TRIG2,25,135,Proton,1E15,0.015748031496062992
TRIG3,2,70,Oxygen,1E14,0.0006561679790026247
TRIG2,2,164,Photon,1E15,0.0006561679790026247
TRIG3,3,958,Iron,1E15,0.0013123359580052493
TRIG1,68,23,Carbon,1E15,0.04396325459317585
TRIG3,3,521,Proton,1E14,0.0013123359580052493
TRIG1,4,159,Proton,1E15,0.001968503937007874
TRIG3,2,253,Iron,3.16E15,0.0006561679790026247
TRIG3,68,256,Photon,3.16E15,0.04396325459317585
TRIG2,42,290,Oxygen,1E15,0.02690288713910761
TRIG3,4,102,Nitrogen,3.16E14,0.001968503937007874
TRIG2,9,19,Proton,1E15,0.005249343832020997
TRIG1,7,141,Nitrogen,1E15,0.003937007874015748
TRIG2,66,170,Photon,3.16E15,0.04265091863517061
TRIG1,36,262,Proton,1E15,0.022965879265091863
TRIG1,5,269,Nitrogen,1E15,0.0026246719160104987
TRIG2,1,958,Proton,1E15,0.0
TRIG3,168,1,Photon,3.16E15,0.10958005249343832
TRIG2,8,159,Nitrogen,3.16E14,0.004593175853018373
TRIG3,91,313,Photon,3.16E15,0.05905511811023622
TRIG1,37,5,Carbon,3.16E15,0.023622047244094488
TRIG3,13,654,Photon,1E15,0.007874015748031496
TRIG3,2,340,Iron,1E15,0.0006561679790026247
TRIG2,2,908,Proton,1E14,0.0006561679790026247
TRIG1,84,114,Iron,3.16E15,0.054461942257217844
TRIG2,24,20,Iron,3.16E15,0.015091863517060367
TRIG1,3,164,Photon,1E15,0.0013123359580052493
TRIG2,17,601,Proton,1E15,0.010498687664041995
TRIG3,8,306,Carbon,1E15,0.004593175853018373
TRIG3,36,929,Photon,1E15,0.022965879265091863
TRIG3,38,831,Photon,1E15,0.024278215223097113
TRIG1,15,315,Oxygen,1E15,0.009186351706036745
TRIG3,1,821,Proton,1E15,0.0
TRIG1,12,112,Photon,1E15,0.007217847769028871
TRIG1,9,173,Nitrogen,1E15,0.005249343832020997
TRIG1,6,456,Photon,3.16E14,0.0032808398950131233
TRIG1,2,201,Oxygen,3.16E14,0.0006561679790026247
TRIG1,135,709,Photon,1E15,0.0879265091863517
TRIG3,1,6,Nitrogen,1E15,0.0
TRIG2,26,223,Carbon,1E15,0.016404199475065617
TRIG2,1,255,Carbon,3.16E14,0.0
TRIG2,6,674,Proton,1E15,0.0032808398950131233
TRIG1,19,926,Proton,3.16E14,0.011811023622047244
TRIG3,168,279,Proton,3.16E15,0.10958005249343832
TRIG2,1,24,Iron,3.16E14,0.0
TRIG3,9,144,Oxygen,1E15,0.005249343832020997
TRIG2,3,766,Proton,3.16E14,0.0013123359580052493
TRIG3,3,420,Photon,1E14,0.0013123359580052493
TRIG2,19,84,Iron,3.16E15,0.011811023622047244
TRIG1,28,203,Iron,1E15,0.017716535433070866
TRIG2,7,76,Photon,3.16E14,0.003937007874015748
TRIG2,2,596,Photon,1E15,0.0006561679790026247
TRIG2,1,849,Photon,1E15,0.0
TRIG2,22,518,Proton,1E15,0.013779527559055118
TRIG1,5,865,Proton,3.16E14,0.0026246719160104987
TRIG3,4,281,Proton,3.16E14,0.001968503937007874
TRIG3,63,77,Iron,3.16E15,0.04068241469816273
TRIG2,37,685,Photon,1E15,0.023622047244094488
TRIG1,12,179,Oxygen,1E15,0.007217847769028871
TRIG1,14,304,Oxygen,3.16E14,0.00853018372703412
TRIG1,1,41,Proton,1E14,0.0
TRIG1,15,117,Oxygen,1E15,0.009186351706036745
TRIG2,32,46,Proton,1E15,0.020341207349081365
TRIG1,76,245,Photon,3.16E15,0.049212598425196846
TRIG1,2,6,Nitrogen,1E15,0.0006561679790026247
TRIG1,12,151,Iron,3.16E15,0.007217847769028871
TRIG2,8,127,Proton,3.16E14,0.004593175853018373
TRIG2,14,718,Photon,3.16E14,0.00853018372703412
TRIG2,4,377,Proton,1E15,0.001968503937007874
TRIG2,10,391,Proton,1E15,0.005905511811023622
TRIG2,10,267,Photon,3.16E15,0.005905511811023622
TRIG3,6,428,Iron,1E15,0.0032808398950131233
TRIG3,7,559,Photon,3.16E14,0.003937007874015748
TRIG2,24,573,Proton,1E15,0.015091863517060367
TRIG2,20,252,Carbon,1E15,0.012467191601049869
TRIG3,41,176,Proton,1E15,0.026246719160104987
TRIG1,14,315,Photon,3.16E14,0.00853018372703412
TRIG3,64,308,Iron,3.16E15,0.04133858267716535
TRIG1,92,428,Photon,1E15,0.05971128608923884
TRIG2,3,86,Carbon,1E15,0.0013123359580052493
TRIG1,119,500,Photon,1E15,0.0774278215223097
TRIG1,4,606,Iron,1E15,0.001968503937007874
TRIG3,6,605,Iron,1E15,0.0032808398950131233
TRIG3,47,26,Carbon,3.16E15,0.030183727034120734
TRIG2,15,5,Carbon,3.16E15,0.009186351706036745
TRIG1,8,144,Photon,3.16E15,0.004593175853018373
TRIG1,23,322,Nitrogen,1E15,0.014435695538057743
TRIG1,1,862,Photon,3.16E14,0.0
TRIG2,5,574,Proton,1E15,0.0026246719160104987
TRIG3,9,868,Iron,3.16E14,0.005249343832020997
TRIG3,30,81,Iron,3.16E15,0.019028871391076115
TRIG2,21,804,Photon,1E15,0.013123359580052493
TRIG1,15,79,Nitrogen,3.16E15,0.009186351706036745
TRIG3,29,440,Proton,1E15,0.01837270341207349
TRIG3,471,309,Proton,3.16E15,0.3083989501312336
TRIG3,29,313,Iron,3.16E15,0.01837270341207349
TRIG1,30,93,Oxygen,1E15,0.019028871391076115
TRIG2,35,80,Photon,3.16E15,0.02230971128608924
TRIG1,4,207,Nitrogen,1E15,0.001968503937007874
TRIG3,23,305,Carbon,1E15,0.014435695538057743
TRIG1,2,77,Carbon,3.16E14,0.0006561679790026247
TRIG2,12,20,Nitrogen,1E15,0.007217847769028871
TRIG1,12,850,Photon,1E15,0.007217847769028871
TRIG1,30,788,Proton,3.16E14,0.019028871391076115
TRIG1,16,630,Proton,1E15,0.00984251968503937
TRIG3,4,842,Proton,3.16E14,0.001968503937007874
TRIG3,16,9,Iron,1E15,0.00984251968503937
TRIG1,6,301,Photon,3.16E14,0.0032808398950131233
TRIG3,1,638,Proton,1E15,0.0
TRIG2,13,763,Proton,1E14,0.007874015748031496
TRIG1,3,77,Proton,3.16E15,0.0013123359580052493
TRIG2,608,58,Photon,3.16E15,0.39829396325459315
TRIG3,29,111,Nitrogen,1E15,0.01837270341207349
TRIG2,11,780,Photon,1E15,0.006561679790026247
TRIG3,1,28,Oxygen,1E15,0.0
TRIG2,30,241,Nitrogen,1E15,0.019028871391076115
TRIG1,17,74,Proton,3.16E14,0.010498687664041995
TRIG3,18,12,Proton,1E15,0.01115485564304462
TRIG3,8,300,Photon,3.16E14,0.004593175853018373
TRIG2,1,800,Iron,1E15,0.0
TRIG1,24,176,Proton,3.16E14,0.015091863517060367
TRIG1,5,460,Photon,1E14,0.0026246719160104987
TRIG1,36,93,Photon,1E15,0.022965879265091863
TRIG2,134,55,Carbon,3.16E15,0.08727034120734908
TRIG2,6,732,Proton,1E14,0.0032808398950131233
TRIG1,1,478,Photon,1E14,0.0
TRIG1,19,384,Proton,1E14,0.011811023622047244
TRIG1,7,525,Photon,3.16E14,0.003937007874015748
TRIG3,2,773,Iron,1E15,0.0006561679790026247
TRIG3,4,765,Carbon,1E14,0.001968503937007874
TRIG3,22,282,Oxygen,1E15,0.013779527559055118
TRIG3,6,472,Iron,1E15,0.0032808398950131233
TRIG2,13,168,Proton,1E15,0.007874015748031496
TRIG1,1,300,Iron,1E15,0.0
TRIG2,20,240,Carbon,3.16E14,0.012467191601049869
TRIG2,1,504,Proton,3.16E14,0.0
TRIG3,53,134,Photon,1E15,0.03412073490813648
TRIG2,10,491,Proton,1E15,0.005905511811023622
TRIG1,16,325,Proton,3.16E14,0.00984251968503937
TRIG1,6,264,Photon,1E15,0.0032808398950131233
TRIG3,16,452,Proton,3.16E14,0.00984251968503937
TRIG3,5,369,Proton,3.16E14,0.0026246719160104987
TRIG3,12,476,Iron,1E15,0.007217847769028871
TRIG1,31,282,Oxygen,1E15,0.01968503937007874
TRIG3,20,3,Iron,3.16E15,0.012467191601049869
TRIG1,4,996,Photon,1E15,0.001968503937007874
TRIG2,8,222,Proton,3.16E15,0.004593175853018373
TRIG2,1,164,Proton,1E15,0.0
TRIG2,10,560,Proton,3.16E14,0.005905511811023622
TRIG2,10,506,Iron,1E15,0.005905511811023622
TRIG1,41,350,Proton,1E15,0.026246719160104987
TRIG2,96,27,Proton,3.16E15,0.06233595800524934
TRIG2,8,244,Iron,3.16E15,0.004593175853018373
TRIG1,88,105,Carbon,1E15,0.05708661417322834
TRIG2,1,262,Oxygen,3.16E14,0.0
TRIG2,2,122,Photon,3.16E14,0.0006561679790026247
TRIG2,7,696,Proton,1E14,0.003937007874015748
TRIG3,15,71,Carbon,1E15,0.009186351706036745
TRIG2,12,544,Proton,1E15,0.007217847769028871
TRIG3,3,847,Photon,1E14,0.0013123359580052493
TRIG2,6,208,Iron,3.16E15,0.0032808398950131233
TRIG1,552,401,Photon,1E15,0.3615485564304462
TRIG2,3,944,Iron,1E15,0.0013123359580052493
TRIG2,11,461,Photon,3.16E14,0.006561679790026247
TRIG2,7,761,Proton,3.16E14,0.003937007874015748
TRIG1,48,347,Proton,3.16E14,0.03083989501312336
TRIG1,31,31,Proton,3.16E14,0.01968503937007874
TRIG2,4,84,Proton,3.16E14,0.001968503937007874
TRIG1,3,222,Iron,1E15,0.0013123359580052493
TRIG1,8,7,Proton,1E15,0.004593175853018373
TRIG3,14,62,Iron,3.16E15,0.00853018372703412
TRIG1,6,783,Proton,3.16E14,0.0032808398950131233
TRIG2,232,172,Photon,3.16E15,0.1515748031496063
TRIG2,48,48,Photon,3.16E15,0.03083989501312336
TRIG2,1,928,Proton,1E15,0.0
TRIG3,58,31,Nitrogen,3.16E15,0.03740157480314961
TRIG3,24,675,Proton,1E15,0.015091863517060367
TRIG2,110,716,Proton,1E15,0.07152230971128609
TRIG3,25,46,Proton,1E15,0.015748031496062992
TRIG3,13,588,Iron,1E15,0.007874015748031496
TRIG1,1,370,Iron,3.16E14,0.0
TRIG1,256,276,Photon,3.16E15,0.1673228346456693
TRIG3,3,522,Photon,1E14,0.0013123359580052493
TRIG3,94,114,Proton,3.16E15,0.0610236220472441
TRIG3,1,84,Nitrogen,3.16E15,0.0
TRIG2,5,131,Photon,1E14,0.0026246719160104987
TRIG3,20,93,Iron,3.16E15,0.012467191601049869
TRIG2,39,295,Proton,1E15,0.024934383202099737
TRIG3,9,170,Proton,3.16E15,0.005249343832020997
TRIG2,6,8,Oxygen,3.16E15,0.0032808398950131233
TRIG3,1,332,Carbon,3.16E14,0.0
TRIG1,3,230,Iron,3.16E15,0.0013123359580052493
TRIG1,78,935,Proton,3.16E14,0.0505249343832021
TRIG1,376,260,Photon,3.16E15,0.24606299212598426
TRIG1,15,38,Photon,1E15,0.009186351706036745
TRIG3,3,29,Nitrogen,1E15,0.0013123359580052493
TRIG3,8,351,Proton,3.16E14,0.004593175853018373
TRIG3,27,11,Photon,3.16E15,0.01706036745406824
TRIG1,10,307,Proton,1E15,0.005905511811023622
TRIG2,1,38,Oxygen,1E15,0.0
TRIG1,19,178,Photon,3.16E15,0.011811023622047244
TRIG2,5,80,Nitrogen,1E15,0.0026246719160104987
TRIG3,30,852,Proton,1E15,0.019028871391076115
TRIG3,103,883,Photon,1E15,0.06692913385826771
TRIG2,70,38,Carbon,3.16E15,0.045275590551181105
TRIG2,30,88,Iron,1E15,0.019028871391076115
TRIG2,11,848,Iron,1E15,0.006561679790026247
TRIG2,3,585,Photon,3.16E14,0.0013123359580052493
TRIG2,1,168,Proton,3.16E14,0.0
TRIG2,34,534,Photon,3.16E14,0.021653543307086614
TRIG2,3,214,Carbon,1E15,0.0013123359580052493
TRIG2,580,39,Proton,3.16E15,0.3799212598425197
TRIG1,3,754,Photon,3.16E14,0.0013123359580052493
TRIG2,4,59,Iron,1E15,0.001968503937007874
TRIG3,5,648,Photon,3.16E14,0.0026246719160104987
TRIG2,4,829,Photon,3.16E14,0.001968503937007874
TRIG3,13,164,Carbon,1E15,0.007874015748031496
TRIG1,3,300,Proton,1E14,0.0013123359580052493
TRIG2,7,13,Photon,1E15,0.003937007874015748
TRIG2,12,307,Proton,1E15,0.007217847769028871
TRIG3,60,968,Photon,1E15,0.03871391076115485
TRIG2,1,0,Proton,1E15,0.0
TRIG1,1,177,Nitrogen,1E15,0.0
TRIG2,34,510,Photon,1E15,0.021653543307086614
TRIG3,68,473,Photon,1E15,0.04396325459317585
TRIG3,4,278,Iron,1E15,0.001968503937007874
TRIG2,9,443,Photon,3.16E14,0.005249343832020997
TRIG2,3,970,Iron,3.16E14,0.0013123359580052493
TRIG1,6,84,Oxygen,3.16E14,0.0032808398950131233
TRIG1,62,87,Nitrogen,3.16E15,0.04002624671916011
TRIG3,15,918,Proton,1E15,0.009186351706036745
TRIG3,2,408,Proton,3.16E14,0.0006561679790026247
TRIG1,39,239,Nitrogen,1E15,0.024934383202099737
TRIG3,8,687,Proton,3.16E14,0.004593175853018373
TRIG2,14,484,Proton,1E15,0.00853018372703412
TRIG2,4,423,Photon,3.16E14,0.001968503937007874
TRIG1,18,280,Oxygen,1E15,0.01115485564304462
TRIG2,4,86,Carbon,3.16E15,0.001968503937007874
TRIG2,63,647,Proton,1E15,0.04068241469816273
TRIG3,2,43,Proton,1E14,0.0006561679790026247
TRIG2,18,900,Iron,1E15,0.01115485564304462
TRIG3,20,415,Proton,1E15,0.012467191601049869
TRIG1,7,145,Photon,1E15,0.003937007874015748
TRIG1,47,533,Photon,1E15,0.030183727034120734
TRIG2,240,42,Proton,3.16E15,0.1568241469816273
TRIG3,2,158,Proton,3.16E14,0.0006561679790026247
TRIG3,47,308,Proton,1E15,0.030183727034120734
TRIG3,11,251,Carbon,1E15,0.006561679790026247
TRIG1,9,524,Proton,1E15,0.005249343832020997
TRIG1,9,976,Photon,3.16E14,0.005249343832020997
TRIG2,2,495,Photon,1E15,0.0006561679790026247
TRIG3,10,383,Proton,3.16E14,0.005905511811023622
TRIG2,3,284,Nitrogen,3.16E14,0.0013123359580052493
TRIG3,41,175,Iron,3.16E15,0.026246719160104987
TRIG2,1,214,Iron,1E15,0.0
TRIG2,12,288,Iron,1E15,0.007217847769028871
TRIG2,9,104,Iron,3.16E15,0.005249343832020997
TRIG3,21,228,Proton,3.16E14,0.013123359580052493
TRIG3,4,940,Photon,1E15,0.001968503937007874
TRIG2,21,948,Iron,1E15,0.013123359580052493
TRIG2,1,804,Iron,1E15,0.0
TRIG1,21,104,Iron,3.16E15,0.013123359580052493
TRIG3,2,99,Carbon,3.16E14,0.0006561679790026247
TRIG3,18,705,Proton,1E15,0.01115485564304462
TRIG1,42,175,Proton,3.16E15,0.02690288713910761
TRIG3,11,686,Photon,1E15,0.006561679790026247
TRIG1,10,144,Oxygen,1E15,0.005905511811023622
TRIG2,29,160,Oxygen,1E15,0.01837270341207349
TRIG1,8,625,Iron,1E15,0.004593175853018373
TRIG1,129,88,Carbon,3.16E15,0.08398950131233596
TRIG1,64,565,Photon,1E15,0.04133858267716535
TRIG1,8,92,Iron,3.16E15,0.004593175853018373
TRIG2,5,549,Photon,3.16E14,0.0026246719160104987
TRIG3,59,259,Proton,3.16E15,0.03805774278215223
TRIG1,10,889,Iron,1E15,0.005905511811023622
TRIG2,77,35,Oxygen,3.16E15,0.049868766404199474
TRIG1,532,223,Photon,3.16E15,0.3484251968503937
TRIG1,24,645,Proton,1E14,0.015091863517060367
