TRIG,particles,simulation_id,composition,energy,particles_normalized
TRIG3,10,21,Photon,3.16E14,0.005905511811023622
TRIG2,34,226,Photon,3.16E15,0.021653543307086614
TRIG2,53,233,Proton,3.16E15,0.03412073490813648
TRIG3,2,212,Photon,1E14,0.0006561679790026247
TRIG3,10,28,Carbon,3.16E14,0.005905511811023622
TRIG1,88,224,Proton,3.16E15,0.05708661417322834
TRIG1,68,23,Proton,3.16E15,0.04396325459317585
TRIG1,17,440,Proton,1E15,0.010498687664041995
TRIG1,15,804,Proton,1E15,0.009186351706036745
TRIG3,1,300,Iron,1E15,0.0
TRIG1,61,344,Photon,1E15,0.03937007874015748
TRIG3,6,942,Iron,1E15,0.0032808398950131233
TRIG2,43,173,Photon,1E15,0.027559055118110236
TRIG3,13,187,Carbon,1E15,0.007874015748031496
TRIG1,2,733,Iron,1E15,0.0006561679790026247
TRIG2,2,44,Iron,1E15,0.0006561679790026247
TRIG3,59,91,Photon,1E15,0.03805774278215223
TRIG1,12,126,Proton,1E15,0.007217847769028871
TRIG1,8,436,Photon,3.16E14,0.004593175853018373
TRIG1,24,196,Oxygen,1E15,0.015091863517060367
TRIG3,19,846,Proton,3.16E14,0.011811023622047244
TRIG1,163,819,Proton,1E15,0.1062992125984252
TRIG2,1,916,Iron,1E15,0.0
TRIG1,6,727,Photon,1E15,0.0032808398950131233
TRIG1,88,12,Iron,3.16E15,0.05708661417322834
TRIG1,62,49,Carbon,3.16E15,0.04002624671916011
TRIG1,25,328,Iron,1E15,0.015748031496062992
TRIG3,3,88,Proton,1E15,0.0013123359580052493
TRIG3,18,224,Proton,3.16E14,0.01115485564304462
TRIG3,75,98,Photon,1E15,0.048556430446194225
TRIG3,2,529,Proton,1E15,0.0006561679790026247
TRIG3,5,131,Oxygen,3.16E14,0.0026246719160104987
TRIG2,12,186,Nitrogen,1E15,0.007217847769028871
TRIG2,62,111,Iron,3.16E15,0.04002624671916011
TRIG1,259,221,Proton,3.16E15,0.16929133858267717
TRIG3,50,779,Proton,1E15,0.03215223097112861
TRIG2,9,720,Photon,3.16E14,0.005249343832020997
TRIG3,1,225,Proton,1E14,0.0
TRIG3,4,153,Proton,3.16E14,0.001968503937007874
TRIG2,24,39,Carbon,1E15,0.015091863517060367
TRIG3,2,546,Iron,3.16E14,0.0006561679790026247
TRIG2,16,898,Photon,3.16E14,0.00984251968503937
TRIG1,175,28,Oxygen,3.16E15,0.11417322834645668
TRIG3,7,329,Carbon,1E15,0.003937007874015748
TRIG3,2,426,Iron,1E15,0.0006561679790026247
TRIG1,68,696,Photon,1E15,0.04396325459317585
TRIG1,34,488,Photon,1E15,0.021653543307086614
TRIG2,386,194,Photon,1E15,0.2526246719160105
TRIG3,2,400,Iron,1E15,0.0006561679790026247
TRIG3,5,521,Proton,1E15,0.0026246719160104987
TRIG2,10,378,Iron,1E15,0.005905511811023622
TRIG2,9,51,Proton,3.16E14,0.005249343832020997
TRIG2,4,42,Iron,3.16E15,0.001968503937007874
TRIG3,38,50,Proton,3.16E15,0.024278215223097113
TRIG3,40,230,Carbon,1E15,0.025590551181102362
TRIG2,15,193,Iron,3.16E15,0.009186351706036745
TRIG2,4,696,Carbon,1E14,0.001968503937007874
TRIG1,2,775,Proton,1E15,0.0006561679790026247
TRIG2,36,696,Photon,1E15,0.022965879265091863
TRIG1,7,35,Oxygen,1E15,0.003937007874015748
TRIG1,4,806,Proton,3.16E14,0.001968503937007874
TRIG3,19,251,Proton,1E15,0.011811023622047244
TRIG2,1,409,Iron,1E15,0.0
TRIG1,225,5,Nitrogen,3.16E15,0.14698162729658792
TRIG1,4,552,Proton,1E15,0.001968503937007874
TRIG2,163,87,Oxygen,3.16E15,0.1062992125984252
TRIG2,66,44,Iron,3.16E15,0.04265091863517061
TRIG2,32,757,Photon,1E15,0.020341207349081365
TRIG2,11,258,Proton,3.16E15,0.006561679790026247
TRIG2,1,675,Photon,1E14,0.0
TRIG1,14,67,Proton,1E14,0.00853018372703412
TRIG3,7,938,Photon,1E15,0.003937007874015748
TRIG3,7,391,Iron,1E15,0.003937007874015748
TRIG1,14,695,Photon,1E15,0.00853018372703412
TRIG1,25,122,Photon,1E15,0.015748031496062992
TRIG3,28,550,Photon,1E15,0.017716535433070866
TRIG2,40,405,Proton,3.16E14,0.025590551181102362
TRIG2,2,849,Iron,1E15,0.0006561679790026247
TRIG3,8,282,Proton,3.16E14,0.004593175853018373
TRIG3,10,964,Photon,1E15,0.005905511811023622
TRIG1,8,833,Proton,1E15,0.004593175853018373
TRIG1,4,96,Iron,3.16E15,0.001968503937007874
TRIG2,21,61,Iron,1E15,0.013123359580052493
TRIG1,7,390,Iron,1E15,0.003937007874015748
TRIG3,3,696,Proton,1E15,0.0013123359580052493
TRIG1,42,43,Carbon,3.16E15,0.02690288713910761
TRIG1,21,231,Proton,3.16E15,0.013123359580052493
TRIG1,56,597,Proton,1E15,0.03608923884514435
TRIG2,1,246,Oxygen,3.16E14,0.0
TRIG3,22,48,Nitrogen,3.16E15,0.013779527559055118
TRIG2,29,531,Proton,1E15,0.01837270341207349
TRIG1,71,268,Photon,3.16E15,0.045931758530183726
TRIG1,7,307,Iron,3.16E15,0.003937007874015748
TRIG3,3,916,Proton,1E15,0.0013123359580052493
TRIG1,4,97,Proton,3.16E14,0.001968503937007874
TRIG2,11,94,Photon,1E15,0.006561679790026247
TRIG2,1,575,Proton,1E15,0.0
TRIG2,7,274,Proton,1E15,0.003937007874015748
TRIG1,1,153,Proton,1E14,0.0
TRIG1,27,24,Nitrogen,1E15,0.01706036745406824
TRIG1,21,12,Nitrogen,1E15,0.013123359580052493
TRIG1,2,159,Nitrogen,3.16E14,0.0006561679790026247
TRIG1,3,880,Proton,1E15,0.0013123359580052493
TRIG2,3,221,Proton,3.16E14,0.0013123359580052493
TRIG2,3,994,Proton,3.16E14,0.0013123359580052493
TRIG3,3,692,Photon,1E14,0.0013123359580052493
TRIG2,2,505,Photon,1E15,0.0006561679790026247
TRIG3,9,373,Proton,1E15,0.005249343832020997
TRIG2,4,606,Proton,3.16E14,0.001968503937007874
TRIG2,1,205,Proton,3.16E15,0.0
TRIG2,3,259,Nitrogen,3.16E14,0.0013123359580052493
TRIG1,255,19,Proton,3.16E15,0.16666666666666666
TRIG3,4,39,Carbon,3.16E14,0.001968503937007874
TRIG2,8,140,Oxygen,1E15,0.004593175853018373
TRIG3,19,235,Photon,3.16E15,0.011811023622047244
TRIG1,64,219,Photon,1E15,0.04133858267716535
TRIG2,10,40,Nitrogen,3.16E15,0.005905511811023622
TRIG2,67,554,Photon,1E15,0.04330708661417323
TRIG1,1,316,Carbon,3.16E14,0.0
TRIG2,3,76,Proton,3.16E14,0.0013123359580052493
TRIG3,3,709,Iron,3.16E14,0.0013123359580052493
TRIG1,119,382,Photon,1E15,0.0774278215223097
TRIG2,4,961,Iron,1E15,0.001968503937007874
TRIG1,141,949,Proton,1E15,0.09186351706036745
TRIG2,6,422,Iron,1E15,0.0032808398950131233
TRIG2,3,252,Proton,3.16E14,0.0013123359580052493
TRIG3,1,139,Proton,3.16E15,0.0
TRIG2,10,133,Iron,3.16E15,0.005905511811023622
TRIG2,1,595,Iron,3.16E14,0.0
TRIG3,5,38,Oxygen,3.16E14,0.0026246719160104987
TRIG2,16,146,Proton,3.16E14,0.00984251968503937
TRIG1,1,33,Nitrogen,3.16E14,0.0
TRIG3,39,231,Proton,1E15,0.024934383202099737
TRIG2,144,291,Photon,3.16E14,0.09383202099737532
TRIG2,1,868,Iron,1E15,0.0
TRIG1,2,35,Nitrogen,3.16E14,0.0006561679790026247
TRIG1,82,70,Iron,3.16E15,0.0531496062992126
TRIG2,48,39,Carbon,3.16E15,0.03083989501312336
TRIG1,613,296,Photon,3.16E15,0.4015748031496063
TRIG2,7,155,Photon,3.16E14,0.003937007874015748
TRIG2,313,310,Proton,1E15,0.2047244094488189
TRIG3,48,158,Proton,3.16E15,0.03083989501312336
TRIG2,5,320,Proton,3.16E14,0.0026246719160104987
TRIG1,5,971,Proton,3.16E14,0.0026246719160104987
TRIG1,52,273,Proton,1E15,0.033464566929133854
TRIG2,21,436,Photon,1E15,0.013123359580052493
TRIG1,107,647,Photon,1E15,0.06955380577427822
TRIG1,86,564,Proton,1E15,0.0557742782152231
TRIG1,20,686,Photon,1E15,0.012467191601049869
TRIG2,72,104,Oxygen,3.16E15,0.04658792650918635
TRIG2,5,793,Proton,3.16E14,0.0026246719160104987
TRIG3,10,18,Carbon,3.16E15,0.005905511811023622
TRIG1,13,204,Nitrogen,1E15,0.007874015748031496
TRIG1,8,638,Photon,3.16E14,0.004593175853018373
TRIG3,2,857,Photon,1E14,0.0006561679790026247
TRIG3,10,7,Proton,1E15,0.005905511811023622
TRIG3,3,584,Proton,1E15,0.0013123359580052493
TRIG2,4,730,Iron,1E15,0.001968503937007874
TRIG3,1,198,Nitrogen,1E15,0.0
TRIG1,6,90,Iron,3.16E14,0.0032808398950131233
TRIG2,1,262,Proton,1E14,0.0
TRIG2,2,90,Carbon,1E15,0.0006561679790026247
TRIG1,110,454,Proton,1E15,0.07152230971128609
TRIG2,37,45,Nitrogen,3.16E15,0.023622047244094488
TRIG3,1,656,Photon,3.16E14,0.0
TRIG2,12,208,Photon,3.16E14,0.007217847769028871
TRIG1,8,92,Oxygen,3.16E15,0.004593175853018373
TRIG2,2,131,Oxygen,3.16E14,0.0006561679790026247
TRIG1,1,330,Oxygen,3.16E14,0.0
TRIG3,180,221,Photon,3.16E15,0.11745406824146981
TRIG3,6,613,Iron,1E15,0.0032808398950131233
TRIG3,7,793,Photon,1E15,0.003937007874015748
TRIG2,273,125,Proton,3.16E15,0.1784776902887139
TRIG3,5,543,Proton,3.16E14,0.0026246719160104987
TRIG3,4,158,Nitrogen,1E15,0.001968503937007874
TRIG1,3,854,Proton,3.16E14,0.0013123359580052493
TRIG3,18,303,Carbon,1E15,0.01115485564304462
TRIG3,63,18,Proton,1E15,0.04068241469816273
TRIG1,19,880,Proton,3.16E14,0.011811023622047244
TRIG2,18,161,Nitrogen,1E15,0.01115485564304462
TRIG3,4,377,Proton,1E15,0.001968503937007874
TRIG3,3,480,Photon,3.16E14,0.0013123359580052493
TRIG3,3,90,Iron,3.16E14,0.0013123359580052493
TRIG1,7,266,Iron,3.16E15,0.003937007874015748
TRIG1,361,266,Photon,3.16E15,0.23622047244094488
TRIG3,47,79,Nitrogen,3.16E14,0.030183727034120734
TRIG1,2,392,Iron,1E15,0.0006561679790026247
TRIG2,1,315,Iron,3.16E14,0.0
TRIG1,9,20,Nitrogen,1E15,0.005249343832020997
TRIG2,18,136,Proton,3.16E15,0.01115485564304462
TRIG3,11,374,Iron,1E15,0.006561679790026247
TRIG2,1,552,Iron,3.16E14,0.0
TRIG1,30,201,Iron,3.16E15,0.019028871391076115
TRIG1,710,211,Photon,3.16E15,0.46522309711286086
TRIG2,7,998,Proton,1E15,0.003937007874015748
TRIG1,4,935,Proton,1E15,0.001968503937007874
TRIG3,15,448,Proton,3.16E14,0.009186351706036745
TRIG1,182,241,Proton,1E15,0.11876640419947507
TRIG3,5,349,Photon,1E14,0.0026246719160104987
TRIG3,3,688,Proton,3.16E14,0.0013123359580052493
TRIG2,5,881,Proton,1E15,0.0026246719160104987
TRIG3,2,155,Photon,1E15,0.0006561679790026247
TRIG2,4,486,Photon,3.16E14,0.001968503937007874
TRIG1,107,105,Photon,3.16E15,0.06955380577427822
TRIG1,10,288,Iron,1E15,0.005905511811023622
TRIG1,5,903,Proton,3.16E14,0.0026246719160104987
TRIG1,4,42,Proton,1E15,0.001968503937007874
TRIG3,2,316,Carbon,3.16E14,0.0006561679790026247
TRIG2,9,357,Proton,1E15,0.005249343832020997
TRIG2,59,258,Photon,3.16E15,0.03805774278215223
TRIG1,48,708,Photon,1E15,0.03083989501312336
TRIG2,13,270,Photon,3.16E15,0.007874015748031496
TRIG3,36,160,Iron,3.16E15,0.022965879265091863
TRIG2,4,189,Carbon,1E15,0.001968503937007874
TRIG1,37,2,Carbon,3.16E15,0.023622047244094488
TRIG3,7,280,Iron,3.16E15,0.003937007874015748
TRIG3,1,144,Photon,1E14,0.0
TRIG3,15,305,Oxygen,1E15,0.009186351706036745
TRIG1,22,324,Carbon,1E15,0.013779527559055118
TRIG3,13,35,Nitrogen,1E15,0.007874015748031496
TRIG2,1,912,Carbon,1E14,0.0
TRIG3,7,58,Nitrogen,3.16E15,0.003937007874015748
TRIG2,4,511,Iron,1E15,0.001968503937007874
TRIG3,7,183,Nitrogen,3.16E14,0.003937007874015748
TRIG3,7,161,Photon,3.16E14,0.003937007874015748
TRIG3,1,209,Carbon,3.16E14,0.0
TRIG1,94,273,Photon,3.16E15,0.0610236220472441
TRIG1,8,414,Photon,1E14,0.004593175853018373
TRIG1,1,26,Oxygen,3.16E14,0.0
TRIG2,40,747,Proton,1E15,0.025590551181102362
TRIG3,9,163,Proton,3.16E14,0.005249343832020997
TRIG2,57,724,Proton,1E15,0.03674540682414698
TRIG2,4,643,Proton,3.16E14,0.001968503937007874
TRIG1,222,279,Proton,3.16E15,0.14501312335958005
TRIG1,9,634,Photon,3.16E14,0.005249343832020997
TRIG1,4,633,Photon,1E15,0.001968503937007874
TRIG2,26,113,Oxygen,1E15,0.016404199475065617
TRIG2,2,382,Iron,3.16E14,0.0006561679790026247
TRIG2,22,286,Photon,1E15,0.013779527559055118
TRIG3,13,96,Proton,3.16E14,0.007874015748031496
TRIG2,6,745,Photon,3.16E14,0.0032808398950131233
TRIG2,19,728,Iron,1E15,0.011811023622047244
TRIG1,44,156,Iron,3.16E15,0.02821522309711286
TRIG1,23,209,Photon,3.16E14,0.014435695538057743
TRIG3,4,98,Iron,1E15,0.001968503937007874
TRIG1,198,898,Photon,1E15,0.12926509186351706
TRIG1,98,141,Photon,3.16E15,0.0636482939632546
TRIG1,51,150,Nitrogen,1E15,0.03280839895013123
TRIG3,29,36,Carbon,1E15,0.01837270341207349
TRIG2,3,301,Photon,3.16E14,0.0013123359580052493
TRIG2,29,120,Iron,3.16E15,0.01837270341207349
TRIG3,2,551,Proton,1E14,0.0006561679790026247
TRIG3,25,306,Proton,3.16E15,0.015748031496062992
TRIG3,30,199,Iron,3.16E15,0.019028871391076115
TRIG3,2,179,Photon,1E15,0.0006561679790026247
TRIG2,24,740,Photon,1E15,0.015091863517060367
TRIG1,10,943,Photon,1E15,0.005905511811023622
TRIG2,1,995,Proton,1E15,0.0
TRIG2,5,141,Carbon,1E15,0.0026246719160104987
TRIG2,1,907,Photon,1E14,0.0
TRIG1,88,248,Iron,3.16E15,0.05708661417322834
TRIG1,61,422,Proton,1E15,0.03937007874015748
TRIG3,8,166,Photon,3.16E15,0.004593175853018373
TRIG1,6,42,Iron,3.16E15,0.0032808398950131233
TRIG3,5,201,Proton,1E15,0.0026246719160104987
TRIG1,9,501,Proton,3.16E14,0.005249343832020997
TRIG1,6,826,Photon,3.16E14,0.0032808398950131233
TRIG3,22,619,Proton,1E15,0.013779527559055118
TRIG3,1,671,Iron,1E15,0.0
TRIG2,8,51,Proton,1E15,0.004593175853018373
TRIG1,6,109,Iron,1E15,0.0032808398950131233
TRIG1,6,578,Iron,1E15,0.0032808398950131233
TRIG2,11,62,Carbon,3.16E15,0.006561679790026247
TRIG1,40,849,Photon,3.16E14,0.025590551181102362
TRIG3,19,109,Proton,1E15,0.011811023622047244
TRIG1,2,54,Photon,3.16E15,0.0006561679790026247
TRIG3,5,91,Oxygen,3.16E15,0.0026246719160104987
TRIG1,14,323,Proton,1E15,0.00853018372703412
TRIG2,25,150,Photon,3.16E14,0.015748031496062992
TRIG1,81,238,Photon,1E14,0.05249343832020997
TRIG1,1,58,Oxygen,1E15,0.0
TRIG3,83,17,Nitrogen,3.16E15,0.05380577427821522
TRIG3,2,387,Iron,1E15,0.0006561679790026247
TRIG2,1,280,Iron,1E15,0.0
TRIG3,3,231,Proton,1E14,0.0013123359580052493
TRIG2,81,197,Oxygen,1E15,0.05249343832020997
TRIG3,20,465,Photon,1E15,0.012467191601049869
TRIG1,7,83,Oxygen,3.16E14,0.003937007874015748
TRIG1,5,225,Iron,1E15,0.0026246719160104987
TRIG3,25,173,Photon,1E14,0.015748031496062992
TRIG1,3,195,Photon,3.16E15,0.0013123359580052493
TRIG1,14,722,Iron,1E15,0.00853018372703412
TRIG1,19,461,Photon,3.16E14,0.011811023622047244
TRIG3,1,686,Photon,3.16E14,0.0
TRIG3,45,374,Photon,1E15,0.028871391076115485
TRIG1,123,13,Photon,3.16E15,0.08005249343832022
TRIG3,2,132,Proton,3.16E15,0.0006561679790026247
TRIG1,4,365,Proton,1E14,0.001968503937007874
TRIG1,174,67,Oxygen,3.16E15,0.11351706036745407
TRIG3,5,321,Photon,1E15,0.0026246719160104987
TRIG2,2,204,Proton,1E14,0.0006561679790026247
TRIG1,249,685,Proton,1E15,0.16272965879265092
TRIG2,138,202,Photon,3.16E15,0.08989501312335958
TRIG1,103,59,Photon,3.16E15,0.06692913385826771
TRIG3,7,74,Carbon,1E15,0.003937007874015748
TRIG1,10,254,Carbon,1E15,0.005905511811023622
TRIG3,5,8,Oxygen,3.16E15,0.0026246719160104987
TRIG1,60,317,Carbon,1E15,0.03871391076115485
TRIG1,11,932,Photon,3.16E14,0.006561679790026247
TRIG3,16,178,Photon,3.16E15,0.00984251968503937
TRIG1,63,132,Nitrogen,1E15,0.04068241469816273
TRIG1,1,228,Photon,3.16E14,0.0
TRIG2,33,51,Nitrogen,3.16E15,0.02099737532808399
TRIG1,124,272,Proton,1E15,0.08070866141732283
TRIG2,46,301,Oxygen,1E15,0.02952755905511811
TRIG3,3,328,Carbon,3.16E14,0.0013123359580052493
TRIG3,7,403,Photon,3.16E14,0.003937007874015748
TRIG3,2,263,Proton,3.16E14,0.0006561679790026247
TRIG3,5,481,Iron,1E15,0.0026246719160104987
TRIG2,5,186,Oxygen,1E15,0.0026246719160104987
TRIG3,219,134,Proton,3.16E15,0.14304461942257218
TRIG2,7,321,Nitrogen,1E15,0.003937007874015748
TRIG2,4,785,Proton,1E14,0.001968503937007874
TRIG1,2,905,Carbon,1E14,0.0006561679790026247
TRIG2,1,183,Proton,3.16E14,0.0
TRIG1,45,284,Proton,1E15,0.028871391076115485
TRIG2,3,487,Proton,3.16E14,0.0013123359580052493
TRIG1,38,415,Photon,1E15,0.024278215223097113
TRIG2,25,822,Iron,1E15,0.015748031496062992
TRIG1,34,34,Nitrogen,1E15,0.021653543307086614
TRIG3,9,864,Iron,1E15,0.005249343832020997
TRIG1,41,281,Iron,3.16E15,0.026246719160104987
TRIG1,49,43,Photon,1E15,0.031496062992125984
TRIG2,2,848,Photon,3.16E14,0.0006561679790026247
TRIG3,69,935,Proton,3.16E14,0.04461942257217848
TRIG3,1,501,Iron,3.16E14,0.0
TRIG3,5,39,Oxygen,1E15,0.0026246719160104987
TRIG1,234,776,Photon,1E15,0.15288713910761154
TRIG3,2,569,Iron,1E15,0.0006561679790026247
TRIG1,2,98,Nitrogen,3.16E14,0.0006561679790026247
TRIG1,12,113,Proton,3.16E15,0.007217847769028871
TRIG2,10,104,Nitrogen,1E15,0.005905511811023622
TRIG3,3,94,Photon,1E14,0.0013123359580052493
TRIG1,8,214,Iron,1E15,0.004593175853018373
TRIG3,73,41,Proton,3.16E15,0.047244094488188976
TRIG1,177,243,Photon,1E15,0.11548556430446194
TRIG3,1,47,Carbon,3.16E14,0.0
TRIG3,11,127,Iron,3.16E15,0.006561679790026247
TRIG1,16,581,Iron,1E15,0.00984251968503937
TRIG2,13,275,Iron,1E15,0.007874015748031496
TRIG1,7,286,Carbon,1E15,0.003937007874015748
TRIG2,27,341,Photon,1E15,0.01706036745406824
TRIG2,1,53,Carbon,3.16E14,0.0
TRIG3,3,978,Proton,1E14,0.0013123359580052493
TRIG3,22,447,Photon,1E15,0.013779527559055118
TRIG1,1,979,Iron,1E15,0.0
TRIG3,6,656,Iron,1E15,0.0032808398950131233
TRIG1,12,325,Iron,1E15,0.007217847769028871
TRIG3,7,626,Proton,1E15,0.003937007874015748
TRIG3,52,236,Iron,3.16E15,0.033464566929133854
TRIG2,4,419,Photon,3.16E14,0.001968503937007874
TRIG2,2,0,Carbon,3.16E15,0.0006561679790026247
TRIG2,49,59,Carbon,3.16E15,0.031496062992125984
TRIG1,12,795,Proton,3.16E14,0.007217847769028871
TRIG1,6,690,Iron,1E15,0.0032808398950131233
TRIG2,77,308,Proton,3.16E15,0.049868766404199474
TRIG3,6,414,Photon,3.16E14,0.0032808398950131233
TRIG2,8,129,Nitrogen,1E15,0.004593175853018373
TRIG1,10,200,Iron,3.16E15,0.005905511811023622
TRIG3,2,349,Iron,3.16E14,0.0006561679790026247
TRIG2,7,97,Photon,3.16E14,0.003937007874015748
TRIG2,265,289,Photon,3.16E15,0.1732283464566929
TRIG2,9,847,Iron,1E15,0.005249343832020997
TRIG1,31,612,Proton,3.16E14,0.01968503937007874
TRIG3,10,581,Iron,1E15,0.005905511811023622
TRIG2,100,278,Proton,3.16E15,0.06496062992125984
TRIG1,1167,198,Proton,3.16E15,0.7650918635170604
TRIG1,10,6,Iron,1E15,0.005905511811023622
TRIG2,10,506,Photon,1E15,0.005905511811023622
TRIG2,9,378,Photon,1E15,0.005249343832020997
TRIG2,19,271,Carbon,1E15,0.011811023622047244
TRIG1,41,95,Carbon,1E15,0.026246719160104987
TRIG1,4,640,Photon,1E15,0.001968503937007874
TRIG3,15,50,Proton,3.16E14,0.009186351706036745
TRIG3,6,38,Iron,3.16E15,0.0032808398950131233
TRIG2,7,267,Photon,3.16E14,0.003937007874015748
TRIG1,9,230,Nitrogen,1E15,0.005249343832020997
TRIG1,1,12,Nitrogen,3.16E15,0.0
TRIG1,4,25,Nitrogen,3.16E15,0.001968503937007874
TRIG3,35,39,Carbon,3.16E15,0.02230971128608924
TRIG1,9,24,Iron,3.16E15,0.005249343832020997
TRIG3,3,271,Proton,1E14,0.0013123359580052493
TRIG1,4,570,Iron,1E15,0.001968503937007874
TRIG2,7,439,Photon,3.16E14,0.003937007874015748
TRIG2,17,94,Iron,3.16E15,0.010498687664041995
TRIG2,49,150,Proton,1E15,0.031496062992125984
TRIG3,3,59,Nitrogen,1E14,0.0013123359580052493
TRIG1,8,248,Proton,3.16E15,0.004593175853018373
TRIG1,7,309,Photon,3.16E14,0.003937007874015748
TRIG3,14,363,Proton,3.16E14,0.00853018372703412
TRIG3,49,238,Photon,1E14,0.031496062992125984
TRIG2,9,902,Photon,1E15,0.005249343832020997
TRIG2,13,465,Photon,1E15,0.007874015748031496
TRIG2,4,984,Proton,3.16E14,0.001968503937007874
TRIG3,9,110,Carbon,1E15,0.005249343832020997
TRIG3,2,950,Photon,1E15,0.0006561679790026247
TRIG2,2,149,Nitrogen,3.16E14,0.0006561679790026247
TRIG3,189,870,Photon,1E15,0.12335958005249344
TRIG2,1,744,Photon,3.16E14,0.0
TRIG1,15,191,Photon,1E15,0.009186351706036745
TRIG2,12,209,Nitrogen,1E15,0.007217847769028871
TRIG2,3,337,Iron,1E15,0.0013123359580052493
TRIG1,54,921,Photon,1E15,0.03477690288713911
TRIG2,19,852,Proton,1E15,0.011811023622047244
TRIG3,1,629,Proton,1E15,0.0
TRIG2,2,234,Carbon,1E14,0.0006561679790026247
TRIG2,66,271,Iron,3.16E15,0.04265091863517061
TRIG1,5,497,Photon,1E14,0.0026246719160104987
TRIG1,1,56,Nitrogen,1E15,0.0
TRIG1,36,202,Photon,1E15,0.022965879265091863
TRIG2,14,135,Oxygen,1E15,0.00853018372703412
TRIG1,107,110,Photon,3.16E14,0.06955380577427822
TRIG3,19,83,Carbon,3.16E15,0.011811023622047244
TRIG3,100,148,Photon,3.16E15,0.06496062992125984
TRIG2,63,33,Oxygen,3.16E15,0.04068241469816273
TRIG1,17,636,Iron,1E15,0.010498687664041995
TRIG3,2,696,Carbon,1E14,0.0006561679790026247
TRIG2,11,180,Nitrogen,1E15,0.006561679790026247
TRIG1,2,244,Oxygen,1E15,0.0006561679790026247
TRIG1,22,653,Iron,1E15,0.013779527559055118
TRIG1,241,109,Photon,3.16E15,0.15748031496062992
TRIG1,3,311,Photon,1E14,0.0013123359580052493
TRIG3,6,446,Photon,3.16E14,0.0032808398950131233
TRIG1,4,202,Proton,1E15,0.001968503937007874
TRIG3,10,247,Oxygen,1E15,0.005905511811023622
TRIG1,36,136,Oxygen,1E15,0.022965879265091863
TRIG2,58,387,Photon,1E15,0.03740157480314961
TRIG2,15,538,Proton,1E15,0.009186351706036745
TRIG2,51,369,Proton,1E15,0.03280839895013123
TRIG1,145,146,Proton,3.16E15,0.09448818897637795
TRIG3,1,339,Iron,3.16E14,0.0
TRIG3,4,177,Iron,1E15,0.001968503937007874
TRIG3,44,7,Nitrogen,3.16E15,0.02821522309711286
TRIG3,14,180,Proton,3.16E14,0.00853018372703412
TRIG3,28,869,Proton,1E15,0.017716535433070866
TRIG2,40,306,Proton,3.16E15,0.025590551181102362
TRIG2,1,315,Iron,1E15,0.0
TRIG3,8,244,Nitrogen,1E15,0.004593175853018373
TRIG1,3,276,Nitrogen,1E15,0.0013123359580052493
TRIG1,6,940,Photon,1E15,0.0032808398950131233
TRIG1,23,707,Iron,1E15,0.014435695538057743
TRIG2,12,908,Proton,3.16E14,0.007217847769028871
TRIG3,11,113,Nitrogen,1E15,0.006561679790026247
TRIG1,33,33,Proton,3.16E15,0.02099737532808399
TRIG2,60,359,Proton,1E15,0.03871391076115485
TRIG2,8,86,Oxygen,3.16E14,0.004593175853018373
TRIG1,105,18,Proton,1E15,0.06824146981627296
TRIG3,8,539,Photon,1E15,0.004593175853018373
TRIG1,719,281,Photon,3.16E15,0.47112860892388453
TRIG2,127,232,Proton,3.16E15,0.0826771653543307
TRIG2,89,16,Photon,1E15,0.05774278215223097
TRIG1,12,97,Photon,3.16E14,0.007217847769028871
TRIG2,62,80,Iron,3.16E15,0.04002624671916011
TRIG3,14,332,Iron,1E15,0.00853018372703412
TRIG2,28,12,Carbon,3.16E15,0.017716535433070866
TRIG2,77,973,Photon,1E15,0.049868766404199474
TRIG3,3,156,Carbon,1E14,0.0013123359580052493
TRIG2,86,83,Proton,3.16E15,0.0557742782152231
TRIG2,2,264,Proton,3.16E14,0.0006561679790026247
TRIG1,31,317,Proton,3.16E14,0.01968503937007874
TRIG1,71,19,Iron,3.16E15,0.045931758530183726
TRIG1,6,17,Iron,1E15,0.0032808398950131233
TRIG3,17,111,Carbon,1E15,0.010498687664041995
TRIG3,81,52,Oxygen,3.16E15,0.05249343832020997
TRIG3,1,29,Photon,1E14,0.0
TRIG3,25,555,Proton,1E15,0.015748031496062992
TRIG3,31,676,Proton,1E15,0.01968503937007874
TRIG1,3,501,Iron,1E15,0.0013123359580052493
TRIG1,13,393,Photon,3.16E14,0.007874015748031496
TRIG3,38,309,Proton,1E15,0.024278215223097113
TRIG2,103,313,Photon,3.16E15,0.06692913385826771
TRIG1,17,708,Proton,1E15,0.010498687664041995
TRIG1,27,829,Photon,1E15,0.01706036745406824
TRIG1,23,87,Nitrogen,1E15,0.014435695538057743
TRIG3,3,135,Photon,1E15,0.0013123359580052493
TRIG3,222,293,Proton,1E15,0.14501312335958005
TRIG2,3,688,Proton,3.16E14,0.0013123359580052493
TRIG1,12,36,Photon,1E15,0.007217847769028871
TRIG3,6,961,Proton,1E15,0.0032808398950131233
TRIG2,169,14,Proton,3.16E15,0.11023622047244094
TRIG1,9,983,Iron,1E15,0.005249343832020997
TRIG3,204,8,Proton,3.16E15,0.1332020997375328
TRIG2,11,343,Iron,1E15,0.006561679790026247
TRIG2,33,829,Photon,1E15,0.02099737532808399
TRIG1,167,504,Photon,1E15,0.10892388451443569
TRIG3,1,898,Proton,1E15,0.0
